fips,geo_name,state_abb,facility_count_2022,total_needs_2022,design_flow_2022,tier0_needs,tier1_needs,tier2_needs,tier3_needs
1245975,miramar,FL,1.0,27647138.968562197,20.2,15880816.0,,11568374.474229226,197948.494332972
1249450,north miami,FL,2.0,3036450288.3896694,120.0,2932172240.0,70800546.0,33419471.19374699,58031.19592216389
1250750,ocala,FL,5.0,521389587.88673085,10.506,21617954.0,3373943.0,496073485.0,324205.88673085504
1253000,orlando,FL,7.0,680508290.2729785,28.5,175561427.0,,504183727.0,763136.2729785774
1254000,palm bay,FL,2.0,211219212.8922465,10.4,30222772.0,,180401778.6317337,594662.2605128388
1255775,pembroke pines,FL,1.0,46108026.45965587,19.0,32780698.0,,13103118.68663515,224209.77302072273
1255925,pensacola,FL,,126026507.43531433,,,,125870299.0,156208.43531432626
1256975,pinellas park,FL,1.0,16709918.01543624,0.0,10587739.0,,6011352.880236922,110826.13519931858
1257425,plantation,FL,1.0,41478332.208371304,18.9,32608346.0,,8720763.684105013,149222.52426629417
1258050,pompano beach,FL,3.0,224190004.53025097,84.0,214375889.0,,9649009.626085881,165105.90416509772
1258715,port st. lucie,FL,2.0,169619089.28040025,18.0,55372781.0,10292309.0,103136117.0,817882.2804002498
1263000,st. petersburg,FL,6.0,372814103.6197407,136.8,349068408.0,323050.0,22998639.51282456,424006.10691619036
1269700,sunrise,FL,4.0,135591446.36982703,37.0,128985724.0,,6494592.257167165,111130.11265988385
1270600,tallahassee,FL,4.0,1141093828.016933,26.5,1005058167.0,665411.0,134667541.0,702709.0169330343
1270675,tamarac,FL,2.0,17980761.164567366,0.0,13252720.0,,4648499.864182275,79541.30038509273
1271000,tampa,FL,3.0,1095987740.5739305,192.0,671470178.0,127171163.0,296566782.0,779617.5739305405
1276600,west palm beach,FL,2.0,492162988.18358225,140.0,98817488.0,,392975913.67611134,369586.50747091713
1301052,albany,GA,2.0,710129381.9338844,64.0,276940900.0,413822421.0,7663261.0,11702799.933884386
1301696,alpharetta,GA,,57431401.466098785,,,51122701.0,591666.5835236217,5717033.882575164
1303440,athens-clarke county,GA,4.0,531402455.17251277,62.5,225608512.0,280034370.0,404764.0,25354809.172512777
1304000,atlanta,GA,17.0,4652702588.051256,556.53,3841319399.0,779662924.0,2974910.752569937,28745354.298685852
1304204,augusta-richmond county,GA,3.0,459009770.0696844,94.43999999999998,110061657.0,280016196.0,,68931917.0696844
1319000,columbus,GA,3.0,349617044.5946114,132.0,131157595.0,172446801.0,,46012648.594611384
1349756,marietta,GA,1.0,189437522.43818915,0.0,5286909.0,179154736.0,,4995877.438189158
135896,hoover,AL,2.0,50709989.26111529,8.4,35952424.0,,,14757565.261115288
1367284,roswell,GA,2.0,33622325.18376466,63.0,0.0,24073944.0,895502.6639064414,8652878.519858219
1369000,savannah,GA,2.0,958911436.0855849,6.0,56770777.0,878998802.0,,23141857.085584868
137000,huntsville,AL,7.0,97061330.25843427,152.3,30192382.0,,,66868948.25843427
1371492,smyrna,GA,1.0,3398919.0044137826,0.0,0.0,,,3398919.0044137826
150000,mobile,AL,3.0,60108584.669062294,89.6,18401917.0,,,41706667.669062294
151000,montgomery,AL,2.0,47799093.46990596,6.18,0.0,,,47799093.46990596
1517000,honolulu,HI,9.0,2355626070.0,306.988,2355626070.0,,,
1608830,boise city,ID,6.0,652835009.6200274,27.6,508328211.0,,,144506798.6200274
1639700,idaho falls,ID,1.0,101989589.38474359,34.0,56585000.0,,,45404589.384743586
1652120,meridian,ID,2.0,251218147.13941067,18.6,188223475.0,,,62994672.13941066
1656260,nampa,ID,1.0,216499682.2598431,14.1,131591059.0,25479591.0,,59429032.259843126
1664090,pocatello,ID,,57374267.59597524,,,,,57374267.59597524
1702154,arlington heights,IL,2.0,66148802.38380472,0.0,2208423.0,2181158.0,4589922.842698881,57169298.541105844
1703012,aurora,IL,2.0,261589877.45499533,0.0,106557059.0,,,155032818.45499533
1705573,berwyn,IL,3.0,14515178.432228694,0.0,0.0,,1078762.7751636046,13436415.65706509
1706613,bloomington,IL,3.0,345157246.45978147,91.9,251858252.0,,,93298994.45978148
1707133,bolingbrook,IL,3.0,120949481.7999505,26.85,35271613.0,,,85677868.7999505
1712385,champaign,IL,3.0,163602105.89776975,25.23,84361005.0,,,79241100.89776975
1714000,chicago,IL,5.0,2008939213.7786374,1138.0,1095177428.0,67088026.0,62924485.497817375,783749274.28082
1714351,cicero,IL,1.0,21803840.536620017,0.0,0.0,,1620453.488486494,20183387.048133522
1718823,decatur,IL,2.0,211375804.8290913,82.0,52880539.0,8880058.0,,149615207.8290913
1719642,des plaines,IL,3.0,104433847.34044053,162.0,51502596.0,,3933831.3239135696,48997420.01652696
1720591,downers grove,IL,2.0,73015682.46804759,44.0,21421611.0,1172790.0,,50421281.4680476
1723074,elgin,IL,3.0,178244012.68924984,39.45,46981034.0,,,131262978.68924984
1724582,evanston,IL,1.0,41179843.791429296,0.0,10360161.0,1898737.0,2149394.159223442,26771551.63220585
1735411,hoffman estates,IL,1.0,91738009.04448356,0.0,8750416.0,6358054.0,5695079.435991631,70934459.60849193
1738570,joliet,IL,3.0,328293131.8777199,148.9,100745063.0,,,227548068.87771985
1751089,mount prospect,IL,2.0,56739494.85359043,0.0,16890462.0,,2961565.610056675,36887467.24353375
1751622,naperville,IL,1.0,310817117.8030124,81.38,170367429.0,5697741.0,,134751947.80301237
1754820,oak lawn,IL,1.0,31862674.745118305,0.0,0.0,,2368022.3837869503,29494652.361331355
1754885,oak park,IL,1.0,40548916.157978795,0.0,23076946.0,,1298510.459461359,16173459.69851744
1756640,orland park,IL,1.0,107510394.17801774,0.0,11981328.0,13637016.0,6086187.347013642,75805862.8310041
1757225,palatine,IL,4.0,64630986.818464234,0.0,12151755.0,,3900237.397649971,48578994.42081426
1759000,peoria,IL,2.0,362525529.23919547,74.0,140833621.0,56079379.0,,165612529.2391955
1765000,rockford,IL,4.0,393626516.45645034,121.15,169654389.0,,,223972127.45645037
1768003,schaumburg,IL,1.0,89079537.00999562,0.0,7762257.0,9395984.0,5345164.528245708,66576131.481749915
1770122,skokie,IL,2.0,149317154.52624393,1116.0,111903066.0,,2780601.4343697294,34633487.09187419
1772000,springfield,IL,2.0,230164533.67753798,112.0,19346509.0,,,210818024.67753798
177256,tuscaloosa,AL,1.0,108245303.6870258,78.0,89661633.0,,,18583670.687025797
1775484,tinley park,IL,1.0,60096907.98318259,0.0,0.0,,4466380.316120966,55630527.66706162
1779293,waukegan,IL,2.0,105462956.53023587,88.0,19854978.0,2268539.0,,83339439.53023587
1781048,wheaton,IL,1.0,53360375.23672634,0.0,8148178.0,6264872.0,,38947325.23672634
1801468,anderson,IN,1.0,227093040.22812107,21.25,126823755.0,,16472185.0,83797100.22812107
1805860,bloomington,IN,1.0,53775984.20876575,0.2,0.0,7024045.0,,46751939.20876575
1810342,carmel,IN,2.0,124329187.89645948,28.0,6219173.0,,19404900.0,98705114.89645948
1820728,elkhart,IN,,176031396.7951343,,,,120225730.0,55805666.79513432
1822000,evansville,IN,2.0,658743062.2818623,77.2,563519290.0,,,95223772.28186227
1825000,fort wayne,IN,2.0,1414297630.368288,116.32,939419482.0,224640462.0,27782146.0,222455540.36828795
1827000,gary,IN,1.0,280317607.1291633,120.0,172486125.0,7426304.0,,100405178.12916331
1829898,greenwood,IN,1.0,117998483.81161878,0.0,61450475.0,,,56548008.811618775
1831000,hammond,IN,1.0,347654045.83283424,54.0,299887138.0,2039073.0,,45727834.83283426
1836000,indianapolis,IN,10.0,1844642138.082309,508.2,1008933008.0,11928576.0,27504836.0,796275718.082309
1840392,kokomo,IN,1.0,126268513.0740004,23.5,18485325.0,2080313.0,31947989.0,73754886.0740004
1840788,lafayette,IN,1.0,111843415.96317549,52.0,9736574.0,,43033329.0,59073512.96317549
1849932,mishawaka,IN,1.0,46687099.372520246,40.0,10433579.0,,,36253520.372520246
1851876,muncie,IN,1.0,167979909.63378784,20.0,103393025.0,9482050.0,,55104834.63378785
1871000,south bend,IN,1.0,396664534.2302934,125.0,307963061.0,4456322.0,,84245151.23029341
1875428,terre haute,IN,1.0,116978965.0916664,48.0,44252418.0,2803726.0,,69922821.0916664
1901855,ames,IA,,349356442.459628,,,8753967.0,186482342.0,154120133.459628
1912000,cedar rapids,IA,2.0,1350964355.3927681,56.0,612391594.0,,333318525.0,405254236.3927681
1916860,council bluffs,IA,1.0,317236233.6556177,0.0,1024269.0,7859527.0,73582120.0,234770317.6556177
1919000,davenport,IA,1.0,1562517058.5180063,52.0,59256714.0,4790000.0,1149169630.0,349300714.5180064
1921000,des moines,IA,6.0,1318907493.700001,268.0,364795780.0,80902055.0,391452590.09448546,481757068.60551554
1922395,dubuque,IA,2.0,436952189.9173639,36.71,83729562.0,,182553342.0,170669285.9173639
1938595,iowa city,IA,1.0,555847470.7595513,24.2,23301553.0,1591879.0,390174958.0,140779080.75955123
1973335,sioux city,IA,1.0,1124901021.7306821,29.6,600738900.0,125153246.0,77272351.0,321736524.7306822
1982425,waterloo,IA,2.0,758347032.4361222,75.5,42029750.0,,379735260.0,336582022.4361222
1983910,west des moines,IA,2.0,515151718.43025935,0.0,46735308.0,,209987160.90551454,258429249.52474478
203000,anchorage,AK,3.0,121486149.0,61.1,76252658.0,45233491.0,,
2036000,kansas city,KS,9.0,505221817.8415674,126.26,246074379.0,,19693923.0,239453515.8415674
2039350,lenexa,KS,3.0,68227989.20499516,0.0,0.0,,2821625.3309819615,65406363.8740132
2052575,olathe,KS,5.0,169069062.1391385,26.324,42584045.0,1423914.0,5172006.102623142,119889097.03651536
2053775,overland park,KS,5.0,721487362.3504311,244.0,570865100.0,,6229109.1355609195,144393153.2148702
2064500,shawnee,KS,3.0,84052893.49459137,0.0,0.0,,3476077.430833977,80576816.06375739
2071000,topeka,KS,4.0,296852595.32439965,112.0,149732257.0,,28751335.0,118369003.32439966
2079000,wichita,KS,9.0,855603473.6448768,120.58,490743918.0,,52067562.0,312791993.64487684
2108902,bowling green,KY,2.0,117924172.4811156,12.0,27767519.0,,,90156653.4811156
2146027,lexington-fayette county,KY,2.0,646659741.7322406,124.0,30033700.0,,,616626041.7322406
2148000,louisville,KY,1.0,148427958.25627238,0.0,14899443.0,,,133528515.25627238
2158620,owensboro,KY,2.0,47862559.53037153,30.0,2552112.0,,,45310447.53037153
2205000,baton rouge,LA,2.0,73723752.8172563,54.0,6279716.0,,15805305.0,51638731.81725631
2208920,bossier city,LA,2.0,62675023.7255183,28.6,17073304.0,,19315176.0,26286543.725518297
2239475,kenner,LA,1.0,15001071.014226751,1.7,690046.0,,5467818.0,8843207.014226751
2240735,lafayette,LA,4.0,152801937.1931731,37.0,76272891.0,,43259429.0,33269617.193173107
2241155,lake charles,LA,3.0,352830533.1838995,35.7,220113357.0,43181259.0,61342127.0,28193790.183899533
2255000,new orleans,LA,4.0,2965371868.4026594,284.0,2553360154.0,,311339776.0,100671938.40265921
2270000,shreveport,LA,,101931361.6632668,,,13624686.0,24075200.0,64231475.66326679
2360545,portland,ME,9.0,915093635.0,120.61,715519723.0,8372598.0,,191201314.0
2404000,baltimore,MD,3.0,1103847430.8341973,146.0,806321571.0,115844186.0,8146554.0,173535119.83419737
2408775,bowie,MD,1.0,65183584.22921894,6.6,5071367.0,7489206.0,8815171.0,43807840.22921894
2430325,frederick,MD,2.0,148883190.3703264,18.0,58776172.0,12830099.0,25909188.0,51367731.370326415
2431175,gaithersburg,MD,,36425743.987761416,,,11792879.0,2505909.935463599,22126955.052297816
2467675,rockville,MD,3.0,144494883.57849583,0.0,94111993.0,18004666.0,3293848.064536401,29084376.513959434
2507000,boston,MA,2.0,2182216218.1773024,795.0,1743467099.0,121113048.0,31102660.0,286533411.1773026
2509000,brockton,MA,1.0,218282937.34306815,36.0,70999396.0,20833587.0,,126449954.34306815
2513660,chicopee,MA,1.0,365738661.23876643,31.0,204507980.0,25459476.0,,135771205.23876646
2523000,fall river,MA,1.0,432247877.26795983,167.8,203705238.0,32208916.0,,196333723.2679598
2529405,haverhill,MA,1.0,340814602.40848696,101.2,111810021.0,30550497.0,2638125.641716347,195815958.7667706
2534550,lawrence,MA,1.0,129495841.77180602,0.0,76206783.0,11659894.0,553392.3242500908,41075772.44755593
2537490,lynn,MA,1.0,199951455.28594995,51.6,121264194.0,14175633.0,857577.6168946408,63654050.6690553
2537875,malden,MA,1.0,82003428.46257026,0.0,0.0,49223145.0,2878646.0196750225,29901637.442895245
2539835,medford,MA,1.0,186011498.53003368,0.0,0.0,133390440.0,4620991.17786856,48000067.35216513
2540710,methuen,MA,1.0,161030285.215441,0.0,5771936.0,21822370.0,1773815.2346172128,131662163.98082379
2545000,new bedford,MA,1.0,291624402.89601684,105.0,152938510.0,20132032.0,,118553860.89601684
2545560,newton,MA,1.0,501525334.9390141,0.0,0.0,385679617.0,10173152.261551263,105672565.67746279
2552490,peabody,MA,1.0,141261291.8172449,0.0,13937161.0,29786248.0,1296608.1825217088,96241274.63472319
2555745,quincy,MA,1.0,253344814.44950414,0.0,71368334.0,83743221.0,,98233259.44950412
2562535,somerville,MA,1.0,549104757.0646616,0.0,411987849.0,110323288.0,2352918.876979577,24440701.187682055
2567000,springfield,MA,1.0,659331342.3092214,134.2,441868130.0,28557112.0,,188906100.30922136
2569170,taunton,MA,1.0,332880640.1133868,8.4,17082470.0,38940101.0,,276858069.1133868
2572600,waltham,MA,1.0,374782087.56060743,0.0,0.0,291967171.0,7272506.663925579,75542409.89668186
2582000,worcester,MA,1.0,622889633.148958,0.0,375760014.0,25679206.0,,221450413.148958
2603000,ann arbor,MI,,79303502.06804363,,,,12959540.0,66343962.068043634
2605920,battle creek,MI,2.0,142513337.26093063,36.0,0.0,,42726312.0,99787025.26093063
2621000,dearborn,MI,3.0,74697725.64914882,0.0,11684154.0,,6232709.940913821,56780861.708235
2621020,dearborn heights,MI,,30503879.275881957,,,,3017156.885786408,27486722.39009555
2622000,detroit,MI,3.0,709569856.401213,1860.0,349017295.0,,35662468.81194896,324890092.5892641
2627440,farmington hills,MI,1.0,1212027308.6438892,0.0,74072661.0,,1060046731.4100226,77907916.23386642
2629000,flint,MI,,111799881.09654571,,,,33488919.0,78310962.09654571
2634000,grand rapids,MI,2.0,184007363.59664458,122.3,18009729.0,,61141334.7182553,104856299.87838927
2642160,kalamazoo,MI,1.0,93375306.57544248,107.0,5240652.0,,30307795.0,57826859.57544248
2642820,kentwood,MI,1.0,77536878.83721644,0.0,0.0,,28558890.453556396,48977988.38366004
2646000,lansing,MI,1.0,171555878.72157425,70.0,54504422.0,,25287376.0,91764080.72157425
2649000,livonia,MI,1.0,92766190.65373695,0.0,0.0,,9175559.225360354,83590631.4283766
2659440,novi,MI,2.0,1095553902.5161974,7.0,61061794.0,,963667559.6629139,70824548.85328363
2665440,pontiac,MI,1.0,973875306.5304115,51.0,293685821.0,,633621596.7559519,46567888.7744596
2669035,rochester hills,MI,1.0,1122060599.187761,0.0,0.0,,1045240838.9698668,76819760.2178944
2670040,royal oak,MI,1.0,403356542.7371363,0.0,0.0,,375741498.6674883,27615044.069648016
2670760,st. clair shores,MI,2.0,62674186.44409777,0.0,32936061.0,,2384128.9788820185,27353996.465215754
2674900,southfield,MI,1.0,899732496.3243756,0.0,1750435.0,,836503415.0900774,61478646.23429825
2676460,sterling heights,MI,1.0,92792048.54290019,0.0,0.0,,7439211.740391096,85352836.8025091
2679000,taylor,MI,1.0,61375430.01152577,0.0,0.0,,6070680.374865949,55304749.63665982
2680700,troy,MI,2.0,1144069674.4406233,0.0,0.0,,1065743104.4436792,78326569.99694407
2684000,warren,MI,1.0,87520634.03924704,72.0,0.0,,7016598.280726886,80504035.75852016
2686000,westland,MI,1.0,64306761.56486616,0.0,11207630.0,,5252066.761124508,47847064.803741656
2688940,wyoming,MI,1.0,91723622.88059014,48.0,0.0,,33784244.82818831,57939378.052401826
2701900,apple valley,MN,1.0,12415193.143984929,0.0,657402.0,,5503234.06647932,6254557.07750561
2706382,blaine,MN,1.0,94826775.44308706,0.0,437629.0,,82190046.65097834,12199099.79210871
2706616,bloomington,MN,1.0,41024550.470326476,0.0,22432076.0,,5728400.1594803175,12864074.310846156
2707966,brooklyn park,MN,1.0,16319808.821372174,0.0,2347631.0,,4304872.156096083,9667305.66527609
2708794,burnsville,MN,1.0,20441558.902684614,0.0,3061844.0,,8134575.444222135,9245139.45846248
2713114,coon rapids,MN,1.0,64829582.95896544,0.0,0.0,,56450838.349021666,8378744.60994378
2717000,duluth,MN,3.0,370784943.5180056,96.8,133364008.0,,210854730.0,26566205.518005606
2717288,eagan,MN,2.0,51399424.014602914,38.0,29669031.0,,10170910.305472279,11559482.70913064
2718116,eden prairie,MN,1.0,19360056.080396768,0.0,1947536.0,,5364852.4818303855,12047667.598566381
2718188,edina,MN,1.0,18709430.22069432,0.0,10427593.0,,2551660.228525908,5730176.992168411
2735180,lakeville,MN,1.0,28619599.064659752,0.0,2891894.0,,12041852.183826268,13685852.880833486
2740166,maple grove,MN,1.0,20593837.78392473,0.0,3140475.0,,5377436.247900716,12075926.53602401
2743000,minneapolis,MN,1.0,112241584.87335551,0.0,83307047.0,,8914822.587641746,20019715.28571376
2743252,minnetonka,MN,1.0,19703047.096152905,0.0,5283092.0,,4442833.749985021,9977121.346167885
2751730,plymouth,MN,1.0,29780297.2842627,0.0,12252705.0,,5400306.591611707,12127285.692650992
2754880,rochester,MN,2.0,154002809.88834536,23.85,87000447.0,,46061013.0,20941349.88834537
2756896,st. cloud,MN,1.0,162581323.34462297,17.9,99215084.0,,48454289.0,14911950.344622985
2757220,st. louis park,MN,1.0,9410666.229636863,0.0,3718119.0,,1753891.7969281168,3938655.432708745
2758000,st. paul,MN,2.0,364870806.00761634,502.0,305170658.0,35422875.0,5009073.0,19268200.007616363
2771428,woodbury,MN,2.0,109501342.85330254,0.0,4033161.0,,92531570.0,12936611.85330254
2829700,gulfport,MS,1.0,247794945.99151772,15.5,38942673.0,,,208852272.99151772
2836000,jackson,MS,1.0,953115281.0084822,92.0,533764473.0,,,419350808.0084823
2906652,blue springs,MO,1.0,32920467.11101169,0.044,0.0,,229036.0121039772,32691431.098907713
2915670,columbia,MO,2.0,111318072.2224014,41.209,9402293.0,4895556.0,,97020223.2224014
2924778,florissant,MO,,122224616.59943417,,,,104132645.0,18091971.599434167
2935000,independence,MO,3.0,141237311.84405,20.02,18185408.0,9851176.0,787566.0811628166,112413161.76288716
2938000,kansas city,MO,21.0,545531031.9159884,161.9,88072308.0,703126.0,3177764.1641619704,453577833.7518265
2941348,lee's summit,MO,,121058703.51227161,,,28317393.0,645224.7425712358,92096085.76970038
2964082,st. charles,MO,1.0,63942209.09276359,15.08,16297925.0,10727235.0,591836.5444336373,36325212.54832995
2964550,st. joseph,MO,1.0,90438906.23914754,27.0,26965137.0,,,63473769.239147544
2965000,st. louis,MO,1.0,1475735366.5076852,350000251.4,847114748.0,539658373.0,,88962245.50768527
2965126,st. peters,MO,2.0,40715366.61715048,9.5,1592989.0,6192728.0,527912.4555663627,32401737.161584117
2970000,springfield,MO,,181296463.33809572,,,59381431.0,1981897.0,119933135.33809574
3006550,billings,MT,1.0,27256301.0,0.0,14819000.0,,12437301.0,
3032800,great falls,MT,2.0,641677.0,0.0,641677.0,,,
3050200,missoula,MT,1.0,4397571.0,25.0,2779316.0,1618255.0,,
3103950,bellevue,NE,1.0,111363829.69094583,0.0,11823231.0,25270675.0,,74269923.69094583
3119595,grand island,NE,1.0,258631303.01850563,13.8,157625117.0,,,101006186.01850562
3128000,lincoln,NE,3.0,445696958.27715033,77.24000000000001,110425331.0,,,335271627.27715033
3137000,omaha,NE,1.0,1609159734.0133982,101.4,1094405930.0,35236202.0,,479517602.0133983
3209700,carson,NV,,1247011.207103698,,,,,1247011.207103698
3231900,henderson,NV,,1039847.103959444,,,,,1039847.103959444
3240000,las vegas,NV,,1223959.5161883614,,,,,1223959.5161883614
3251800,north las vegas,NV,,908669.6405728963,,,,,908669.6405728963
3260600,reno,NV,2.0,36931140.78448477,88.0,35990774.0,,,940366.7844847688
3268400,sparks,NV,1.0,113786092.74769083,93.0,113471241.0,,,314851.7476908316
3345140,manchester,NH,1.0,586840073.1708055,88.0,383570988.0,75164894.0,128104191.1708055,
